feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13
0.36653996,0.43795973,0.5722405,0.5279852,0.44120336,0.32099828,0.40392476,0.50620866,0.7189036,0.53655005,0.36447918,0.38886052,0.6092026,0.45751506
0.20516597,0.30847296,0.8182016,0.5329362,0.7667224,0.6901592,0.3113412,0.56875896,0.64632237,0.7190106,0.6837561,0.25968814,0.27204356,0.435635
0.7552766,0.63313043,0.5591468,0.58440185,0.5919078,0.5113843,0.45870453,0.3849658,0.7337675,0.67347527,0.44851688,0.27332684,0.52711546,0.7818272
0.75534886,0.8007819,0.43908116,0.49175817,0.25578192,0.19396473,0.78097713,0.37800696,0.5649835,0.2521358,0.3255031,0.58554316,0.7350602,0.6053575
0.7341132,0.5032759,0.5670196,0.4877182,0.58632845,0.7170092,0.85299313,0.7261909,0.34314784,0.43630967,0.4423026,0.63959706,0.6183729,0.40711096
0.3618525,0.14288951,0.6042672,0.5901716,0.2935908,0.47785327,0.55726117,0.82348025,0.50206476,0.4810785,0.66078913,0.83869267,0.39210334,0.47110975
0.5719447,0.849512,0.58429646,0.47891152,0.68872654,0.53680754,0.6786262,0.6925509,0.3269214,0.63447905,0.5392411,0.37630004,0.2829673,0.43764567
0.70185876,0.46143973,0.6172699,0.44997022,0.5420934,0.65056384,0.5274333,0.7315736,0.3613689,0.35213616,0.71532476,0.76590925,0.14170435,0.24245422
0.2160313,0.36529386,0.51221126,0.39283532,0.43826482,0.32788122,0.80103916,0.3996649,0.17607532,0.21265215,0.68468773,0.633819,0.43556756,0.25338683
0.6054257,0.24266894,0.36696142,0.6063357,0.34444392,0.6894554,0.80663985,0.73881245,0.37035617,0.3988162,0.5976966,0.8003901,0.49123794,0.42991132
0.6067494,0.49266845,0.6152703,0.38621768,0.56087506,0.4085113,0.6247934,0.6448569,0.6017243,0.40892515,0.28059638,0.8254206,0.68580014,0.7191413
0.5292072,0.67489415,0.4535925,0.56982195,0.5979812,0.46784154,0.2119061,0.23319834,0.8228846,0.37298897,0.10575238,0.6077895,0.64719546,0.7323748
0.48294052,0.35867268,0.5608924,0.48831543,0.48211074,0.66482604,0.42996913,0.33425295,0.6006603,0.40550122,0.5783902,0.359828,0.59538007,0.57306105
0.3072612,0.4109423,0.7860166,0.33059937,0.7592895,0.5533569,0.56759155,0.44312638,0.313857,0.6308948,0.73398113,0.22702955,0.36952263,0.34468675
0.2850678,0.2234524,0.80537957,0.3432582,0.6078801,0.45728794,0.7451125,0.7585506,0.24370249,0.45704988,0.86335194,0.53735757,0.19923916,0.21173875
0.61134225,0.3748716,0.44894126,0.3075504,0.44454953,0.43760803,0.81919926,0.7547349,0.17446235,0.30466178,0.6432643,0.72875583,0.50261426,0.23104791
0.4943553,0.51661944,0.43808886,0.5911362,0.39869264,0.35056204,0.45373306,0.45079798,0.7395332,0.56230795,0.19349377,0.7626103,0.6974304,0.7883239
0.537898,0.7961696,0.16044126,0.44332504,0.26127362,0.4811508,0.306136,0.21062982,0.66745675,0.5254383,0.15140076,0.5294112,0.8754973,0.80145824
0.58698756,0.4220071,0.44673094,0.43761608,0.2669505,0.21564986,0.68399096,0.6042493,0.42584673,0.41722396,0.48653516,0.58239174,0.65678626,0.5051961
0.4576334,0.4574079,0.57539946,0.43460912,0.5696907,0.61636955,0.53997195,0.41753143,0.6924888,0.5226034,0.39403415,0.6238461,0.64240915,0.67055845
0.7359884,0.5494925,0.3618556,0.68201566,0.4479534,0.55467,0.25349468,0.5397318,0.69812316,0.6294271,0.48268127,0.2611126,0.49782252,0.7015917
0.7403555,0.7301029,0.4187709,0.39539328,0.42525172,0.6630526,0.6212659,0.31581846,0.3665749,0.26266187,0.4431214,0.40972388,0.55808794,0.41384014
0.5255097,0.43883193,0.5553144,0.60211515,0.5763383,0.21483046,0.44260794,0.3524873,0.5327765,0.58927655,0.7647795,0.20284048,0.2574957,0.37605795
0.44274294,0.41097584,0.36283818,0.44733453,0.4197686,0.62409186,0.5359824,0.2731827,0.37537482,0.37849405,0.6022357,0.23497993,0.55023265,0.21112683
0.40366426,0.50424254,0.21189989,0.56908286,0.30256534,0.7524235,0.17076364,0.21875061,0.67652977,0.83123386,0.33277816,0.36271054,0.70824945,0.7076347
0.18900757,0.3398271,0.7505565,0.4373536,0.5430789,0.54961145,0.7114234,0.58479404,0.31636164,0.32673734,0.5977036,0.83735824,0.4499348,0.2765553
0.80652833,0.31880566,0.37812647,0.6555681,0.48533222,0.53425336,0.65167695,0.5879522,0.5151762,0.5740423,0.7434363,0.23687616,0.33541283,0.33321562
0.6021393,0.12414956,0.22358586,0.4277837,0.2915399,0.56633425,0.17275992,0.3193442,0.4202756,0.45924658,0.62534225,0.4535698,0.6393745,0.4803081
0.59647787,0.06395619,0.48555705,0.57448775,0.30434304,0.6438859,0.31500584,0.5358895,0.6692061,0.54919225,0.68185884,0.47977182,0.46332017,0.391845
0.7604027,0.58900285,0.48975575,0.6244067,0.53710425,0.5786493,0.52566504,0.53231025,0.6776751,0.5448625,0.507522,0.22740531,0.47479028,0.6425757
0.40005854,0.52452844,0.22502078,0.5655037,0.33387867,0.36528465,0.1622729,0.46434313,0.65244436,0.5808948,0.38854152,0.42251825,0.6647558,0.71325946
0.546953,0.6100672,0.5680211,0.3287865,0.6884442,0.47457016,0.7607202,0.5474868,0.40581194,0.48468736,0.3467825,0.65529966,0.6349078,0.574128
0.6733295,0.8706779,0.42667717,0.50701314,0.61137855,0.22765969,0.8384896,0.45896173,0.4563873,0.6826395,0.5198612,0.58638114,0.44404033,0.72529066
0.4916162,0.09641776,0.61633945,0.5408172,0.41995436,0.74365854,0.5288373,0.776885,0.40276977,0.49134204,0.8261675,0.62485766,0.31284085,0.33937123
0.7168809,0.60069513,0.18793947,0.49955755,0.19202562,0.3449881,0.48631898,0.35952762,0.36395448,0.3823634,0.442503,0.66154486,0.5704318,0.47835082
0.5197127,0.6555418,0.33797407,0.44979683,0.5584576,0.27900568,0.3300161,0.20656209,0.5050318,0.7049285,0.5006715,0.12721832,0.5991143,0.52284825
0.55557024,0.33277756,0.57739645,0.4961783,0.48964578,0.25372395,0.59228146,0.675776,0.6582217,0.37445205,0.44484478,0.7510026,0.49975803,0.5290079
0.46007663,0.5835937,0.68450356,0.6911622,0.4601104,0.61806333,0.2660465,0.43487018,0.72364986,0.55712867,0.31349158,0.56710416,0.40898496,0.61809146
0.28588983,0.29652816,0.46364796,0.56574583,0.40288523,0.6011857,0.63566065,0.44023162,0.38879123,0.4268261,0.71944976,0.59862614,0.30793723,0.14402479
0.4552655,0.63943386,0.6963321,0.680433,0.5036342,0.19534105,0.56438977,0.4954105,0.7975876,0.2858439,0.32864332,0.6412336,0.34041965,0.58921874
0.47504994,0.22818533,0.5496253,0.67118526,0.4009635,0.32050678,0.5822704,0.5321542,0.70655644,0.3955038,0.69735235,0.5874494,0.40304857,0.5144089
0.5616393,0.4910729,0.34020057,0.6968404,0.32409802,0.6281463,0.7271383,0.5489837,0.49583855,0.53363836,0.47944337,0.73464465,0.65452176,0.5096588
0.8225472,0.8629524,0.26969093,0.27172703,0.5344488,0.46479833,0.6878617,0.50273275,0.28471467,0.5611431,0.42823574,0.33262867,0.79842544,0.56229484
0.35493112,0.38649544,0.38328198,0.4808112,0.3583863,0.1594947,0.70299214,0.37164837,0.47043777,0.46542624,0.4206024,0.6609951,0.7925376,0.468712
0.6124577,0.45484826,0.3936472,0.3825254,0.5892054,0.6451777,0.40308034,0.25882038,0.4513034,0.62737787,0.51043344,0.14441131,0.6932077,0.45889783
0.42480963,0.25647858,0.5114356,0.58879846,0.40924227,0.7660377,0.18837658,0.17113213,0.52869654,0.57644224,0.5999387,0.30759358,0.5593331,0.6062752
0.5239332,0.3515825,0.6561899,0.35348663,0.6033844,0.52321386,0.5635582,0.7827149,0.3108951,0.19115552,0.5775789,0.66036457,0.41023272,0.34158543
0.61267185,0.80429375,0.29874262,0.34942123,0.49304852,0.6113874,0.54405314,0.3477216,0.3510868,0.46715575,0.24820754,0.61010236,0.8060037,0.43446356
0.5864457,0.51220465,0.3803119,0.46970284,0.29865503,0.23408012,0.5777062,0.49113762,0.6482527,0.43483683,0.236065,0.8315134,0.72500116,0.8047064
0.59722316,0.6886163,0.2784022,0.5580032,0.33677733,0.68117,0.39586452,0.3417115,0.55870044,0.72376394,0.3727475,0.439369,0.6195375,0.7720956
0.352001,0.45147398,0.4319946,0.67741764,0.50947773,0.37738612,0.31867683,0.21926516,0.772801,0.73834944,0.4367137,0.12634106,0.63593924,0.7410916
0.61270726,0.45940146,0.68671143,0.49126193,0.5222506,0.56863976,0.31641716,0.6556839,0.8296745,0.8012632,0.5265081,0.4751052,0.54849046,0.7075745
0.36782765,0.4194096,0.7497183,0.52916205,0.76217425,0.43323,0.55437696,0.71571994,0.65406466,0.7339463,0.6951099,0.30438492,0.3273851,0.46650735
0.48078588,0.7494295,0.39191133,0.5680444,0.60265684,0.70668447,0.6048767,0.29238087,0.5090112,0.47726205,0.37200183,0.4331188,0.60065866,0.37915543
0.7177396,0.39135697,0.54914606,0.5558002,0.40167066,0.50176007,0.7941465,0.73970103,0.38941586,0.33863482,0.63451934,0.81083614,0.42439044,0.63070935
0.63674426,0.2441112,0.42797002,0.50839055,0.35352546,0.7061364,0.69772387,0.85534793,0.34285492,0.56728524,0.67408127,0.68530655,0.53590995,0.41607147
0.50337344,0.20433141,0.3311282,0.691731,0.1942942,0.50345117,0.33824888,0.66161025,0.40779442,0.27160987,0.51399827,0.8785692,0.42000312,0.47879115
0.39181495,0.41195548,0.68409806,0.804945,0.61664665,0.65815866,0.8443608,0.66227806,0.49034503,0.65546465,0.64254785,0.66404915,0.3585016,0.5895095
0.54887223,0.6851283,0.33394265,0.7231684,0.4218304,0.7641622,0.38084164,0.46599045,0.756441,0.7376058,0.305673,0.5074396,0.62897587,0.7576482
0.4122013,0.2588316,0.4383438,0.4352483,0.4908756,0.41707718,0.417023,0.36028457,0.36497015,0.4591795,0.7817768,0.29561195,0.46157798,0.28898072
0.46198085,0.83184254,0.40313464,0.24970394,0.48898464,0.46345827,0.36967248,0.32276997,0.36221713,0.54145753,0.3146004,0.6215223,0.766297,0.6898378
0.7705854,0.7348452,0.43316406,0.47075132,0.4631015,0.28177458,0.43560386,0.598288,0.59267867,0.6873158,0.325948,0.36536384,0.7097142,0.85793734
0.34294057,0.14167489,0.6820525,0.63601834,0.43244642,0.42916912,0.6365315,0.6758129,0.48515323,0.1689431,0.6822274,0.71915203,0.26755875,0.25872332
0.5911923,0.7284933,0.5393095,0.47454914,0.6048336,0.51225126,0.75120205,0.81996715,0.5049584,0.5951896,0.29279372,0.6894438,0.67406476,0.6411489
0.5129392,0.37704626,0.40083295,0.708161,0.29569572,0.19477613,0.51750016,0.47326738,0.84153533,0.46092013,0.4666526,0.6295378,0.49690282,0.5780709
0.46261826,0.49422067,0.39549035,0.35764423,0.4975983,0.48665017,0.51211554,0.42814153,0.45654997,0.5199442,0.63621,0.25646237,0.51792544,0.25885
0.18716569,0.69377565,0.6852697,0.6936668,0.6213404,0.51942086,0.64363945,0.50114584,0.478551,0.5267253,0.5192007,0.5389317,0.27398172,0.4755418
0.6578702,0.6092589,0.58965045,0.599661,0.5991772,0.42073366,0.4400382,0.64629704,0.7819911,0.6893718,0.3880521,0.3631932,0.43068045,0.7403265
0.88176715,0.5198101,0.3125431,0.39812088,0.3835689,0.60893166,0.8078437,0.46647048,0.1928897,0.319707,0.6651081,0.49275658,0.6479119,0.3130639
0.5272393,0.38951978,0.6052593,0.35959125,0.43682525,0.53426707,0.6709556,0.8076459,0.36210036,0.2647269,0.47272307,0.8753829,0.5692879,0.40877235
0.5744059,0.42290378,0.5473434,0.7094168,0.43584,0.6686951,0.18883489,0.30692247,0.91078544,0.6023439,0.28717333,0.38862365,0.5168251,0.8214445
0.20589276,0.5330577,0.744735,0.6235124,0.6092119,0.20057695,0.66261446,0.57961494,0.7431512,0.4630007,0.35274294,0.7621004,0.4097072,0.5324563
0.61316293,0.23733571,0.39767864,0.4919699,0.29979065,0.60016984,0.8000069,0.7656833,0.2774684,0.36911044,0.6521245,0.85059947,0.3802219,0.24885066
0.35295063,0.6922195,0.69299996,0.39163828,0.6300728,0.5888548,0.85489184,0.5992445,0.2017193,0.40810987,0.49317077,0.632422,0.51372635,0.4326957
0.17405798,0.31770948,0.6602136,0.664528,0.5300109,0.3640998,0.47032878,0.39644942,0.568593,0.3121773,0.6624054,0.5251548,0.17570885,0.260672
0.49918,0.47753748,0.33848056,0.49813235,0.34150654,0.37587893,0.77087605,0.4299949,0.43934917,0.64404786,0.5678521,0.5859686,0.7765943,0.5079614
0.31539804,0.24703391,0.33891755,0.5586579,0.29678968,0.53732014,0.09363156,0.3355106,0.66701597,0.5754198,0.3599733,0.554614,0.73196995,0.72167534
0.22222012,0.40479356,0.49918112,0.73857725,0.3121662,0.42363667,0.51931,0.5892111,0.5812118,0.59203804,0.7493993,0.51647186,0.37442935,0.46000367
0.4484967,0.35369155,0.3217627,0.3525096,0.40727228,0.20788756,0.3037524,0.35881314,0.49244472,0.73838425,0.5757096,0.2609736,0.7215116,0.64457166
0.3324446,0.50160706,0.6691736,0.5869833,0.7412919,0.5192195,0.15410608,0.3203528,0.78543466,0.66562927,0.36906353,0.33633783,0.43727723,0.6278112
0.7643276,0.58289677,0.39539677,0.2764301,0.5252807,0.7035837,0.6782602,0.49656343,0.19550648,0.45320043,0.52064896,0.2900498,0.73715574,0.3832036
0.6787276,0.649168,0.6997856,0.31490356,0.71181726,0.5348918,0.6239332,0.62773335,0.25100446,0.38315254,0.57025826,0.50869626,0.4619854,0.45438305
0.31800386,0.689972,0.45420945,0.5353781,0.49134263,0.44461662,0.6991268,0.29754284,0.51881814,0.7664626,0.5472028,0.3490416,0.69862175,0.6241778
0.523405,0.6519981,0.32242352,0.6276927,0.33041477,0.41525754,0.2794507,0.44253936,0.75520974,0.6393712,0.21165039,0.5820565,0.7289458,0.85948926
0.6783087,0.41965026,0.5191633,0.42362595,0.550669,0.6268275,0.81337595,0.7112559,0.4475502,0.40446666,0.44478923,0.6928329,0.6487161,0.40794432
0.29746237,0.31726447,0.69738495,0.42191082,0.48730752,0.42157522,0.30035892,0.34517443,0.43147767,0.35191807,0.72881156,0.24932079,0.40153417,0.43962672
0.47019112,0.60603225,0.35394943,0.50290155,0.5203174,0.27912617,0.3835729,0.3181599,0.5934919,0.8561679,0.5546955,0.11725433,0.617388,0.66729367
0.7474644,0.16583171,0.22374529,0.50105417,0.17452888,0.64005506,0.30576998,0.58654916,0.31489384,0.31517258,0.65316975,0.7180675,0.5540189,0.44035962
0.63180864,0.86795133,0.38351065,0.65408534,0.505176,0.34176624,0.6242259,0.36843613,0.73831487,0.65983415,0.20885271,0.46477497,0.62160003,0.7220764
0.65839744,0.8141525,0.35112214,0.26242313,0.64954805,0.23132868,0.33595443,0.216608,0.6478039,0.6342604,0.32406756,0.1430172,0.8043599,0.66915524
0.4087383,0.5525991,0.49037254,0.45634612,0.506498,0.76840234,0.4691052,0.6048961,0.3427705,0.21804003,0.3067261,0.8514335,0.44471735,0.4289025
0.44104624,0.6812244,0.26070824,0.5930201,0.37244487,0.6689572,0.5064453,0.22701263,0.5576006,0.452736,0.16188417,0.69144285,0.657713,0.65605086
0.3483461,0.81798494,0.7346171,0.40940547,0.80361986,0.3795172,0.57742155,0.3455005,0.60882545,0.711316,0.3086964,0.17579588,0.62865996,0.778737
0.662745,0.91199857,0.41684186,0.42477444,0.5236171,0.3723549,0.6710162,0.48578355,0.46873224,0.40570405,0.20804808,0.66191447,0.6209084,0.63616693
0.6368265,0.52509844,0.3946237,0.6794312,0.4584466,0.7611495,0.15881412,0.25388178,0.7244122,0.7987088,0.35324696,0.17596476,0.5195987,0.58613384
0.67657816,0.45061895,0.3901823,0.5165324,0.53203636,0.80236876,0.10090242,0.20564565,0.67072684,0.58491707,0.39178875,0.3644264,0.4584399,0.5556867
0.62740886,0.59725124,0.47023353,0.402785,0.5152745,0.37675402,0.37832546,0.6001029,0.57610893,0.6153619,0.35442775,0.38741815,0.53104484,0.4398213
0.5246058,0.29158232,0.7062005,0.61389756,0.471574,0.607154,0.49287418,0.54344875,0.49005738,0.7533502,0.875317,0.3775859,0.27685288,0.4980432
0.6810386,0.29927972,0.26327938,0.4934359,0.31022185,0.6765634,0.7942169,0.6471295,0.18687713,0.37446907,0.76731527,0.6825144,0.4396727,0.32099402
0.6571369,0.855553,0.22471423,0.46431276,0.45256287,0.50200677,0.3991308,0.2321088,0.44809702,0.37738487,0.14831719,0.55379033,0.6973977,0.6044158
0.6134864,0.82647496,0.5674734,0.26438344,0.7380548,0.6094498,0.23388751,0.26833457,0.4388488,0.72495604,0.47844324,0.10959032,0.5245546,0.6493565
0.41716495,0.6114075,0.806186,0.5465933,0.6803442,0.5701318,0.6932105,0.73362976,0.60046315,0.5941354,0.46882212,0.60562325,0.3981243,0.55079865
0.8013972,0.5108095,0.3547967,0.48774758,0.38003665,0.6709386,0.27005622,0.48773214,0.44197586,0.57710475,0.6415788,0.25566727,0.49405676,0.55345404
0.6089234,0.23469315,0.34486446,0.35088933,0.36634788,0.6451026,0.49744955,0.689121,0.39938453,0.48330608,0.75890356,0.4787853,0.7198324,0.5384064
0.336555,0.7039942,0.58462614,0.3158283,0.6207034,0.18902043,0.6403744,0.6966356,0.453296,0.3340476,0.2705842,0.681967,0.5504352,0.47675198
0.40323502,0.543494,0.71609634,0.5386145,0.65920776,0.45683753,0.37706777,0.582518,0.5780921,0.43145767,0.37426013,0.6575419,0.3873022,0.70762646
0.73433924,0.47856775,0.37038568,0.4579407,0.518064,0.68506825,0.5992465,0.69969285,0.32037285,0.68967825,0.7268518,0.3824731,0.52637064,0.44792423
0.54474074,0.6917958,0.3435611,0.5002593,0.54519284,0.23353241,0.63478994,0.57377887,0.1711041,0.51440895,0.6569678,0.31313628,0.4367471,0.36895034
0.2775582,0.16518661,0.58509815,0.7827542,0.2744145,0.35026816,0.26157695,0.556679,0.7330378,0.53823876,0.659828,0.3728685,0.40292427,0.55846775
0.7460614,0.4808622,0.5822101,0.47397336,0.57710934,0.6524896,0.2865723,0.43364957,0.59984565,0.7213923,0.54968023,0.3596533,0.5202886,0.71228004
0.598136,0.43270388,0.4752849,0.68399835,0.44485772,0.6915805,0.24606243,0.3429992,0.7471278,0.7353579,0.37298617,0.34684646,0.5697494,0.6762965
0.34022182,0.19679007,0.31590238,0.604372,0.27515295,0.5122149,0.36756864,0.2769588,0.44865623,0.5743867,0.7506446,0.3360307,0.38514245,0.21137802
0.5221344,0.5448345,0.6043583,0.3613159,0.5351845,0.6576765,0.40087622,0.59103847,0.60831165,0.82569635,0.5919972,0.214878,0.47369254,0.6515659
0.45923883,0.64182895,0.36803907,0.4435506,0.3791443,0.30248252,0.40720034,0.25351492,0.46767253,0.17220815,0.21043153,0.44113365,0.53590536,0.45690683
0.7425825,0.32259434,0.58940065,0.40775922,0.4516164,0.7943627,0.4890508,0.7015192,0.42980623,0.7364271,0.8348808,0.29599437,0.3157784,0.30344164
0.16478029,0.3239304,0.6919627,0.62727386,0.75633526,0.43001816,0.4210337,0.68748474,0.551991,0.8115697,0.7115004,0.44691417,0.24014755,0.40159482
0.39667502,0.4658341,0.56264985,0.33799875,0.49280882,0.23649867,0.6937274,0.8313158,0.3289639,0.7037945,0.66371727,0.5966358,0.3925631,0.44189343
0.21647768,0.53130877,0.67582816,0.66709495,0.64380366,0.48598954,0.5988575,0.54369545,0.5729786,0.34697604,0.47333646,0.7476944,0.37134048,0.45718986
0.66109246,0.5219622,0.38710657,0.4217067,0.39305148,0.29677296,0.6347998,0.43993008,0.49792516,0.52843076,0.41874376,0.33352786,0.75077456,0.55410856
0.42499763,0.3296473,0.5959187,0.36706874,0.4957573,0.4075182,0.3193483,0.3403013,0.30316383,0.28401563,0.6131291,0.45058802,0.4327223,0.30494356
0.51171356,0.7175182,0.6897303,0.50748545,0.73971605,0.43273833,0.43524793,0.5474032,0.5844672,0.6780392,0.44900164,0.51242507,0.35855052,0.7106706
0.352616,0.5488228,0.27750465,0.59484154,0.31755814,0.8480529,0.33441922,0.3412114,0.7568743,0.80429566,0.2630254,0.46279576,0.68450177,0.6865796
0.49865443,0.56270933,0.34038362,0.30476668,0.55680585,0.69535697,0.36129105,0.29308197,0.21754116,0.3779305,0.42253718,0.46212953,0.58249915,0.37699142
0.40496767,0.21189633,0.34096378,0.518422,0.20440866,0.58594245,0.5667365,0.57528627,0.31677747,0.31610358,0.6017311,0.8344528,0.55469877,0.40863878
0.48482445,0.7700609,0.56706685,0.5708946,0.6176078,0.34726486,0.5289588,0.2520629,0.76636016,0.40035594,0.17069244,0.40833667,0.6279622,0.65868413
0.43135464,0.2908296,0.49124572,0.5532342,0.357771,0.4173425,0.27826715,0.3034177,0.7527686,0.30447352,0.32417423,0.7592901,0.47019377,0.5427149
0.55146325,0.19375972,0.53848505,0.49608955,0.3489223,0.73453915,0.68746674,0.78225726,0.46800408,0.46045694,0.6122031,0.8309519,0.60783577,0.47068617
0.42108944,0.11854654,0.80565,0.70809484,0.49577206,0.8049229,0.36875153,0.73981416,0.5841371,0.45078596,0.76020783,0.5720682,0.19149677,0.4199909
0.49936008,0.6984538,0.1479055,0.50514746,0.40641668,0.1901375,0.5726585,0.32660693,0.53171206,0.5543881,0.204424,0.6373961,0.7979961,0.60104656
0.4251286,0.6369439,0.55187106,0.5149553,0.47527164,0.77362895,0.49467394,0.5295514,0.35755032,0.30942813,0.30975077,0.6458609,0.5691916,0.50096583
0.69783115,0.26369676,0.39409837,0.46009,0.33746395,0.32779253,0.6568919,0.53433776,0.45216355,0.5092851,0.64071697,0.5466011,0.6392711,0.6288948
0.69249004,0.43818048,0.22733857,0.25359958,0.3444104,0.2794949,0.70211685,0.40008992,0.32182735,0.44210735,0.4379877,0.4823338,0.80236864,0.49746016
0.27978268,0.45263278,0.71745354,0.5607357,0.7927176,0.41687495,0.57705945,0.5673984,0.58055025,0.6798762,0.6574609,0.5253936,0.3484676,0.47108966
0.4781396,0.2370144,0.6272708,0.371503,0.6217631,0.5356514,0.2580483,0.51079535,0.597138,0.49869433,0.60414594,0.16122665,0.46386448,0.4055473
0.4170871,0.45189646,0.3864437,0.61995137,0.4442559,0.50811857,0.362506,0.47182193,0.75618017,0.63648236,0.2198087,0.6225255,0.8058027,0.7161033
0.3549341,0.41046247,0.67091036,0.76041746,0.38504523,0.70472693,0.24079707,0.5270183,0.60348105,0.39108896,0.3772923,0.677413,0.26781663,0.47085202
0.7881261,0.8787454,0.14709094,0.38317809,0.35470742,0.30398372,0.6412945,0.3539732,0.5165539,0.4597153,0.23708655,0.6940354,0.8252494,0.63886076
0.41644028,0.61608374,0.4239263,0.24588175,0.41439748,0.17895062,0.23025939,0.31748858,0.6861298,0.27564672,0.22244674,0.6310163,0.69885784,0.63339937
0.6722578,0.5553748,0.28964972,0.6186304,0.31642026,0.51078594,0.38142675,0.50023353,0.5759805,0.3895063,0.11528444,0.77810615,0.55735004,0.57544905
0.39331865,0.5192491,0.55604243,0.2933294,0.5803524,0.49198914,0.80570906,0.7798219,0.1611904,0.23228574,0.45090213,0.8747346,0.56791645,0.27076927
0.7058972,0.7792941,0.49256167,0.4022658,0.5849749,0.7456111,0.4223686,0.39507043,0.35217497,0.7649391,0.44664273,0.27456415,0.5877303,0.61740315
0.3949785,0.71419746,0.76523376,0.4613835,0.7050593,0.4753253,0.59964305,0.37747428,0.7416254,0.5132594,0.2836902,0.41833144,0.45157963,0.6536536
0.14650106,0.3135134,0.7678643,0.6436955,0.6369829,0.6174413,0.44739214,0.36245194,0.6640363,0.5069308,0.6227081,0.30161268,0.328561,0.3715036
0.48267695,0.67097306,0.370392,0.44804937,0.41052997,0.681411,0.71433556,0.35968637,0.20794405,0.32231268,0.4662415,0.62376595,0.63360417,0.27019307
0.5240589,0.07675917,0.5814035,0.57759106,0.27330926,0.6744748,0.3559747,0.6092123,0.6059183,0.48906848,0.7150562,0.516224,0.4936704,0.3814187
0.5323492,0.63992655,0.5252074,0.34372765,0.6841178,0.32091558,0.45909196,0.49355963,0.41739973,0.49961594,0.5698775,0.2794033,0.44678044,0.51071
0.50503266,0.4304891,0.42918202,0.46113992,0.4523988,0.5270108,0.6991266,0.48917198,0.49690023,0.71254134,0.6767433,0.37310463,0.58768356,0.49052364
0.32756624,0.37168127,0.6471783,0.42665282,0.6524682,0.5395999,0.35009742,0.46972156,0.6729612,0.5668347,0.42187175,0.5036653,0.5565332,0.6014385
0.5098329,0.8230687,0.3672329,0.40886176,0.61050785,0.59048915,0.26008877,0.1969853,0.48439944,0.6535187,0.42737108,0.13289003,0.6657636,0.57225496
0.55528486,0.8536962,0.36840475,0.33674702,0.585055,0.6609309,0.52984166,0.32490602,0.24512704,0.3701316,0.33821762,0.4925403,0.7077354,0.6520916
0.6630335,0.23503883,0.49450845,0.36416814,0.49514782,0.8501876,0.6520264,0.7628636,0.16363902,0.45944497,0.750628,0.62838924,0.49899626,0.32216254
0.25965226,0.3563144,0.7556756,0.52579355,0.45878822,0.36599013,0.25047725,0.57462573,0.6952218,0.25649834,0.30372348,0.6540452,0.40703171,0.6309767
0.22343297,0.52887464,0.51853025,0.2715073,0.5446929,0.48238307,0.5061877,0.30216923,0.40949756,0.5426818,0.4501045,0.49742317,0.683128,0.45858455
0.4875112,0.65871894,0.4941325,0.61712074,0.5109281,0.576805,0.8983585,0.641569,0.32126945,0.4865134,0.5047326,0.7678429,0.52044046,0.32500407
0.4600939,0.28773585,0.49244028,0.6147944,0.4130844,0.36978543,0.27360424,0.44215032,0.71627903,0.74509585,0.74487597,0.23541497,0.5049596,0.64574164
0.35025427,0.26383618,0.43921676,0.50308335,0.40646425,0.3356887,0.5896724,0.36750975,0.37683195,0.41599265,0.7357233,0.5166607,0.3934091,0.36992618
0.5539929,0.7143587,0.55322075,0.24702391,0.6482159,0.20895462,0.52766705,0.6140749,0.43740162,0.32609135,0.3372617,0.35729998,0.57428575,0.4791849
0.20297801,0.18778701,0.7406939,0.5672021,0.56863236,0.5327606,0.59800506,0.69883436,0.3842363,0.40467867,0.75195944,0.7290344,0.2607028,0.23959117
0.566852,0.55947757,0.6256319,0.33095887,0.5800155,0.49776116,0.75897264,0.72466576,0.24999067,0.23927188,0.5434904,0.6284101,0.47264963,0.3154037
0.24874619,0.41024384,0.35294172,0.69225216,0.511347,0.21764831,0.26384035,0.41141787,0.8224446,0.77255917,0.33278674,0.45785916,0.51053536,0.73740864
0.6138998,0.40524802,0.71931005,0.4599541,0.6353018,0.81648386,0.4281008,0.49917787,0.41727167,0.6165539,0.72941923,0.33521718,0.30134764,0.64191276
0.44100627,0.30932474,0.78168565,0.5895462,0.6547215,0.6103418,0.30995175,0.57800126,0.7539525,0.54410505,0.48393014,0.38618025,0.291924,0.44239318
0.41819802,0.2904126,0.46936923,0.4508155,0.40583554,0.20612527,0.51823294,0.23819394,0.59224814,0.43024096,0.55080855,0.5503777,0.56331456,0.38693866
0.267475,0.4933746,0.6204499,0.7305981,0.58240193,0.27494025,0.2366278,0.33458623,0.7487404,0.47692582,0.30922017,0.5202113,0.29945582,0.64609945
0.49347332,0.7133948,0.4171155,0.41896954,0.6153944,0.43368787,0.29715022,0.39964435,0.5950974,0.611361,0.30900955,0.25133416,0.69223475,0.55332506
0.6141709,0.80228984,0.70856065,0.37196878,0.7218438,0.2276145,0.53378487,0.6789096,0.58663845,0.4943857,0.3111762,0.34221756,0.5589286,0.71895117
0.27213198,0.32064202,0.38779423,0.4627966,0.24899623,0.5893775,0.42200288,0.32251605,0.42863643,0.30023828,0.5779791,0.6644609,0.50135714,0.24148685
